City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,chibougamau,49.9168,-74.3659,-10.21,85,100,2.57,CA,1707755508
273,lakatoro,-16.0999,167.4164,25.31,90,84,1.53,VU,1707755508
274,qarazhal,48.0078,70.7903,-18.78,92,13,2.78,KZ,1707755508
275,abalak,58.1286,68.5944,-22.03,100,96,1.72,RU,1707755508
276,lorengau,-2.0226,147.2712,26.88,83,75,3.72,PG,1707755508
277,imbert,19.7537,-70.8291,28.1,77,1,9.81,DO,1707755509
278,houghton,47.1219,-88.569,1.17,86,100,0.0,US,1707755468
279,araguaina,-7.1911,-48.2072,31.17,57,51,2.52,BR,1707755509
280,cuito,-12.3833,16.9333,21.32,71,24,1.52,AO,1707755509
281,svetlyy,54.675,20.1347,6.03,97,100,3.59,RU,1707755509
282,aginskoye,51.1,114.53,-8.51,70,100,9.56,RU,1707755509
283,scarborough,54.2797,-0.4044,8.14,78,2,2.24,GB,1707755229
284,yonan-up,37.9089,126.1611,2.16,90,7,2.96,KP,1707755510
285,sheringham,52.9408,1.2093,8.03,76,1,5.9,GB,1707755510
286,puerto san jose,13.9256,-90.8244,34.48,34,2,2.31,GT,1707755510
287,sandnessjoen,66.0217,12.6316,-6.71,74,100,13.4,NO,1707755510
288,gadzhiyevo,69.2551,33.3362,-20.22,100,79,3.37,RU,1707755510
289,gusinoozyorsk,51.2833,106.5,-17.77,87,65,3.02,RU,1707755510
290,myeik,12.4333,98.6,24.61,67,65,1.6,MM,1707755511
291,kharkhorin,47.1975,102.8238,-9.62,82,96,0.57,MN,1707755511
292,eureka,40.8021,-124.1637,9.96,93,100,1.69,US,1707755511
293,strezhevoy,60.7333,77.5889,-24.46,98,77,3.13,RU,1707755511
294,suva,-18.1416,178.4415,25.71,94,20,2.57,FJ,1707755511
295,lockwood,45.8191,-108.4149,4.24,51,100,6.69,US,1707755331
296,weno,7.4515,151.8468,27.97,74,100,3.6,FM,1707755512
297,matoury,4.8483,-52.3317,28.98,79,100,7.72,GF,1707755512
298,boyolangu,-8.1181,111.8935,24.82,92,51,0.92,ID,1707755512
299,aioun,16.6614,-9.6149,35.67,5,0,1.98,MR,1707755512
300,illapel,-31.6308,-71.1653,31.1,31,2,4.13,CL,1707755512
301,pangoa,-12.1167,-73.0,21.45,99,100,0.41,PE,1707755512
302,guiren,33.6697,118.1889,8.09,72,0,3.28,CN,1707755513
303,mutum biyu,8.6333,10.7667,37.73,10,0,2.07,NG,1707755513
304,argo,37.6333,22.7333,13.21,74,24,3.2,GR,1707755513
305,afaahiti,-17.75,-149.2833,25.93,83,100,2.47,PF,1707755513
306,pangody,65.85,74.4859,-38.2,100,37,2.48,RU,1707755513
307,malanje,-9.5402,16.341,22.27,88,71,1.26,AO,1707755513
308,lihue,21.9789,-159.3672,18.58,88,0,3.09,US,1707755333
309,newman,37.3138,-121.0208,7.3,74,52,0.3,US,1707755514
310,igarka,67.4667,86.5833,-35.77,93,13,2.25,RU,1707755514
311,wangqing,43.3218,129.7634,-5.91,83,0,1.63,CN,1707755514
312,lompoc,34.6391,-120.4579,10.89,95,0,3.6,US,1707755448
313,vrangel',42.7297,133.0839,0.15,91,19,1.38,RU,1707755514
314,cherrapunji,25.3,91.7,7.96,69,0,0.52,IN,1707755514
315,saint-philippe,-21.3585,55.7679,26.77,89,48,5.09,RE,1707755515
316,carbonear,47.7332,-53.2148,3.19,95,100,2.01,CA,1707755515
317,ponta delgada,37.7333,-25.6667,18.44,72,20,7.2,PT,1707755337
318,ahfir,34.9537,-2.1003,22.34,61,82,4.5,MA,1707755515
319,ban nong wua so,17.2675,103.2247,24.92,55,29,3.11,TH,1707755515
320,plastun,44.7561,136.2939,-4.99,77,7,2.57,RU,1707755515
321,dakoro,14.5106,6.765,31.96,6,0,3.71,NE,1707755516
322,lautoka,-17.6167,177.4667,27.92,89,40,2.06,FJ,1707755516
323,churachandpur,24.3333,93.6667,9.21,62,6,0.95,IN,1707755516
324,sao joao dos inhamuns,-6.0,-40.2833,35.09,32,47,5.76,BR,1707755516
325,malango,-2.9627,119.9001,22.64,99,100,1.43,ID,1707755516
326,ta`u,-14.2336,-169.5144,27.37,87,100,8.79,AS,1707755517
327,castillos,-34.1667,-53.8333,35.57,40,51,5.69,UY,1707755517
328,thinadhoo,0.5333,72.9333,27.0,81,100,7.98,MV,1707755517
329,yanam,16.7333,82.2167,21.38,81,69,1.94,IN,1707755481
330,ventspils,57.3894,21.5606,-0.04,100,100,5.14,LV,1707755517
331,cidreira,-30.1811,-50.2056,27.54,74,98,3.26,BR,1707755517
332,sitia,35.2,26.0986,17.77,77,100,3.27,GR,1707755517
333,egilsstadir,65.2653,-14.3948,-0.05,100,100,9.26,IS,1707755518
334,saint-joseph,-21.3667,55.6167,26.21,87,48,5.36,RE,1707755518
335,marakkanam,12.2,79.95,24.79,74,26,4.12,IN,1707755518
336,ovalle,-30.5983,-71.2003,31.94,28,0,3.07,CL,1707755518
337,greymouth,-42.4667,171.2,14.98,72,85,6.37,NZ,1707755518
338,norrkoping,58.5942,16.1826,0.32,93,100,4.63,SE,1707755518
339,safonovo,55.15,33.2167,0.09,99,100,2.1,RU,1707755518
340,greenville,35.6127,-77.3663,15.09,99,100,1.34,US,1707755424
341,pandan,14.0453,124.1694,24.63,85,98,8.86,PH,1707755518
342,vorkuta,67.5,64.0,-36.1,100,32,1.22,RU,1707755519
343,wanning,18.8003,110.3967,20.49,84,25,2.76,CN,1707755519
344,wustermark,52.55,12.95,8.95,83,97,3.51,DE,1707755519
345,antofagasta,-23.65,-70.4,22.6,68,100,3.28,CL,1707755305
346,coahuayana de hidalgo,18.7,-103.6583,27.84,53,62,2.05,MX,1707755519
347,fehmarn,54.4378,11.1935,7.21,91,78,5.81,DE,1707755519
348,griffith,41.5284,-87.4237,5.03,76,0,1.54,US,1707755519
349,mersa matruh,31.3525,27.2453,18.62,48,100,4.11,EG,1707755375
350,waingapu,-9.6567,120.2641,27.11,82,100,6.0,ID,1707755520
351,turkmenbasy,40.0222,52.9552,10.43,50,0,2.06,TM,1707755520
352,colonia,50.9333,6.95,10.54,73,20,2.57,DE,1707755232
353,woodmoor,39.1014,-104.8475,2.69,46,100,1.79,US,1707755520
354,portland,45.5234,-122.6762,8.38,93,75,4.12,US,1707754678
355,nuuk,64.1835,-51.7216,-11.66,79,40,5.66,GL,1707755355
356,klaksvik,62.2266,-6.589,3.51,79,44,3.33,FO,1707755521
357,oroqen zizhiqi,50.5667,123.7167,-8.11,96,100,1.22,CN,1707755521
358,moultonborough,43.7548,-71.3967,5.7,60,12,1.79,US,1707755521
359,yashkul',46.1711,45.3435,10.81,68,100,4.45,RU,1707755521
360,page,36.9147,-111.4558,1.88,56,0,2.68,US,1707755402
361,aweil,8.7682,27.4002,33.44,14,6,1.8,SS,1707755522
362,tongchuanshi,35.0806,109.0897,6.73,55,0,1.33,CN,1707755522
363,caleta de carquin,-11.0925,-77.6267,26.44,73,87,4.86,PE,1707755523
364,labrador city,52.9463,-66.9114,-10.05,73,100,2.06,CA,1707755523
365,novovolyns'k,50.7258,24.1626,6.7,93,98,1.85,UA,1707755523
366,batticaloa,7.7102,81.6924,26.31,84,30,4.93,LK,1707755345
367,knokke-heist,51.3333,3.3333,8.58,75,27,6.07,BE,1707755524
368,waris aliganj,25.0167,85.6333,16.63,36,83,1.51,IN,1707755524
369,vilyuchinsk,52.9306,158.4028,-17.26,85,15,3.68,RU,1707755524
370,rikaze,29.25,88.8833,-1.14,17,1,0.5,CN,1707755524
371,demre,36.2537,29.9777,14.31,78,100,3.34,TR,1707755524
372,karkira,36.9292,6.5856,15.58,87,51,11.27,DZ,1707755525
373,ugbokpo,7.6565,7.8664,38.08,16,0,1.48,NG,1707755525
374,khandyga,62.6667,135.6,-26.05,95,100,1.37,RU,1707755525
375,banyo,6.75,11.8167,30.23,17,3,1.39,CM,1707755525
376,flin flon,54.7682,-101.865,-5.09,86,100,1.03,CA,1707755525
377,xuddur,4.1213,43.8894,29.74,28,40,4.75,SO,1707755525
378,tabuk,17.4189,121.4443,18.51,87,100,0.68,PH,1707755305
379,port hedland,-20.3167,118.5667,27.03,94,100,4.63,AU,1707755526
380,salalah,17.0151,54.0924,26.05,73,75,3.09,OM,1707755526
381,ternate,0.8,127.4,27.61,74,52,5.64,ID,1707755526
382,grand baie,-20.0182,57.5802,28.02,83,18,1.34,MU,1707755526
383,olinda,-8.0089,-34.8553,30.85,70,40,8.75,BR,1707755526
384,katihar,25.5333,87.5833,17.43,27,24,1.95,IN,1707755527
385,gizo,-8.103,156.8419,27.99,77,39,5.04,SB,1707755527
386,san sebastian,43.3128,-1.975,13.7,77,75,4.12,ES,1707755474
387,jaen,38.0,-3.5,17.75,67,19,5.71,ES,1707755527
388,acapulco de juarez,16.8634,-99.8901,27.9,61,20,0.0,MX,1707755376
389,kudahuvadhoo,2.6708,72.8944,26.35,84,100,5.44,MV,1707755527
390,kamyaran,34.7956,46.9355,7.61,48,31,1.04,IR,1707755528
391,kalmunai,7.4167,81.8167,25.33,89,71,3.39,LK,1707755528
392,cockburn town,21.4612,-71.1419,24.97,70,62,8.63,TC,1707755528
393,puerto baquerizo moreno,-0.9,-89.6,24.55,94,100,2.57,EC,1707755528
394,banda aceh,5.5577,95.3222,28.22,74,16,10.99,ID,1707755528
395,dongola,19.1667,30.4833,24.47,7,0,4.25,SD,1707755528
396,uttaradit,17.6667,100.5,20.01,52,3,1.14,TH,1707755529
397,taveta,-3.3963,37.6736,27.17,51,92,3.8,KE,1707755529
398,los frentones,-26.4077,-61.4137,40.4,28,86,5.17,AR,1707755529
399,chiredzi,-21.05,31.6667,25.62,42,2,2.62,ZW,1707755529
400,caiaponia,-16.9567,-51.8103,26.56,65,84,4.46,BR,1707755529
401,jinghong,21.991,100.7341,17.34,67,16,1.17,CN,1707755529
402,polyarnyy,69.1989,33.4478,-19.39,100,63,3.35,RU,1707755529
403,tulum,20.2167,-87.4667,28.58,65,83,4.78,MX,1707755530
404,puerto santa,-8.9906,-78.6456,26.07,76,96,4.52,PE,1707755530
405,papao,-17.75,-149.55,26.82,83,100,0.6,PF,1707755530
406,taoudenni,22.6783,-3.9836,33.67,19,0,4.63,ML,1707755530
407,west bay,19.3667,-81.4167,29.04,70,20,6.69,KY,1707755530
408,queenstown,-31.8976,26.8753,28.19,24,7,3.56,ZA,1707755530
409,greenland,43.0362,-70.8328,7.28,59,40,0.89,US,1707755531
410,preobrazheniye,42.9019,133.9064,-1.41,93,34,3.16,RU,1707755531
411,mount pearl,47.5166,-52.7813,2.2,95,100,3.09,CA,1707755391
412,timbuktu,16.7735,-3.0074,34.65,4,0,2.7,ML,1707755531
413,maun,-19.9833,23.4167,29.79,32,5,3.64,BW,1707755531
414,long xuyen,10.3833,105.4167,24.97,83,20,2.39,VN,1707755532
415,gazojak,41.1875,61.4036,8.43,43,7,5.18,TM,1707755532
416,saint lucia,-27.5,153.0,24.8,90,40,3.6,AU,1707755532
417,port alfred,-33.5906,26.891,24.54,80,0,2.68,ZA,1707755532
418,antsiranana,-12.2787,49.2917,24.85,91,91,2.58,MG,1707755532
419,kapa'a,22.0752,-159.319,18.99,88,0,3.09,US,1707755532
420,sitka,57.0531,-135.33,2.94,87,40,2.06,US,1707755533
421,mozarlandia,-14.7447,-50.5706,27.08,70,100,1.22,BR,1707755533
422,tvoroyri,61.5556,-6.8111,5.68,82,78,4.9,FO,1707755533
423,nassau,40.7507,-73.5829,7.71,64,0,2.57,US,1707755533
424,carnarvon,-24.8667,113.6333,24.11,84,0,11.05,AU,1707755533
425,howard springs,-12.497,131.047,25.95,96,100,4.85,AU,1707755534
426,sao joao da barra,-21.6403,-41.0511,33.05,46,27,1.38,BR,1707755534
427,dzilam gonzalez,21.2833,-88.9333,32.24,50,74,1.39,MX,1707755534
428,nur-sultan,51.1801,71.446,-16.03,78,49,4.0,KZ,1707755392
429,crane,31.3974,-102.3501,7.13,46,0,4.18,US,1707755534
430,isla mujeres,21.2311,-86.731,29.03,73,52,7.4,MX,1707755534
431,mandalgovi,45.7625,106.2708,-9.22,83,11,3.1,MN,1707755535
432,liberal,37.0431,-100.921,2.58,75,0,6.17,US,1707755459
433,meckenbeuren,47.7,9.5667,8.88,80,0,2.06,DE,1707755535
434,kyren,51.6828,102.1408,-15.03,97,90,0.45,RU,1707755535
435,konarka,19.9,86.1167,23.22,68,37,3.22,IN,1707755536
436,zhanibek,49.4167,46.85,1.01,99,100,4.57,KZ,1707755536
437,l'alcora,40.0667,-0.2,16.67,37,3,4.28,ES,1707755536
438,isangel,-19.55,169.2667,26.03,90,19,5.28,VU,1707755537
439,bamboo flat,11.7,92.7167,28.05,78,40,4.63,IN,1707755537
440,victoria point,-27.5833,153.3,24.98,80,100,1.34,AU,1707755537
441,kalat,29.0225,66.5916,7.46,52,99,1.55,PK,1707755538
442,arraial do cabo,-22.9661,-42.0278,33.98,58,0,9.77,BR,1707755538
443,piacabucu,-10.4056,-36.4344,29.89,64,73,5.49,BR,1707755538
444,usogorsk,63.4106,48.6872,-18.52,100,92,1.36,RU,1707755539
445,rongelap,11.1635,166.8941,26.3,78,100,8.99,MH,1707755539
446,tsiombe,-25.3,45.4833,24.36,90,42,6.72,MG,1707755539
447,flying fish cove,-10.4217,105.6791,25.82,88,26,2.57,CX,1707755540
448,ploneour-lanvern,47.9,-4.2833,10.16,76,40,3.09,FR,1707755540
449,porbandar,21.6422,69.6093,21.68,37,100,4.71,IN,1707755541
450,tenenkou,14.4572,-4.9169,37.36,4,0,2.39,ML,1707755541
451,viedma,-40.8135,-62.9967,20.42,29,6,8.39,AR,1707755542
452,traverse city,44.7631,-85.6206,2.22,68,100,3.6,US,1707755542
453,san antonio de pale,-1.4014,5.6325,29.21,72,45,1.72,GQ,1707755543
454,severo-yeniseyskiy,60.3725,93.0408,-22.86,95,100,3.38,RU,1707755543
455,antonio enes,-16.2325,39.9086,25.91,90,100,4.42,MZ,1707755544
456,st. paul,44.9444,-93.0933,1.96,75,0,4.12,US,1707755372
457,erenhot,43.6475,111.9767,-3.61,68,0,6.01,CN,1707755544
458,poso,-1.3959,120.7524,24.84,88,100,1.69,ID,1707755545
459,talcahuano,-36.7167,-73.1167,22.82,49,0,4.12,CL,1707755545
460,sint michiel liber,12.15,-68.9833,28.9,74,40,6.69,CW,1707755545
461,jinchang,38.4953,102.1739,1.43,20,11,0.72,CN,1707755545
462,kotlas,61.2611,46.6556,-12.19,98,96,1.34,RU,1707755546
463,krasnotur'insk,59.7666,60.2086,-13.0,89,100,2.28,RU,1707755541
464,xinhui,22.456,113.0482,17.78,79,9,2.13,CN,1707755546
465,bolama,11.5833,-15.4667,36.19,53,0,5.79,GW,1707755547
466,bel ombre,-4.6167,55.4167,28.91,74,20,6.17,SC,1707755547
467,odessa,46.4775,30.7326,6.93,88,85,6.93,UA,1707755547
468,naze,28.3667,129.4833,10.51,65,0,1.94,JP,1707755548
469,agapovka,53.2973,59.1348,-12.44,100,55,2.22,RU,1707755548
470,hafar al-batin,28.4328,45.9708,17.32,67,0,0.0,SA,1707755548
471,mairang,25.5667,91.6333,7.32,66,0,0.23,IN,1707755549
472,aldama,22.9167,-98.0667,19.72,27,99,7.42,MX,1707755549
473,inhambane,-23.865,35.3833,26.99,65,20,5.66,MZ,1707755549
474,ryotsu-minato,38.0833,138.4333,5.23,69,5,4.76,JP,1707755550
475,pingyin,36.2831,116.4453,8.28,69,0,4.69,CN,1707755550
476,panama city beach,30.1766,-85.8055,20.0,98,100,1.34,US,1707755550
477,dokkum,53.3222,5.997,8.02,83,75,3.6,NL,1707755550
478,kayar,14.9192,-17.1211,38.53,46,5,5.53,SN,1707755551
479,donskoye,45.4552,41.9741,10.07,61,100,3.23,RU,1707755551
480,zapala,-38.8992,-70.0544,19.24,31,0,4.91,AR,1707755552
481,guatrache,-37.6678,-63.5302,24.61,27,67,7.94,AR,1707755552
482,robore,-18.3333,-59.75,31.23,56,100,4.72,BO,1707755553
483,tabou,4.423,-7.3528,29.75,69,100,4.5,CI,1707755553
484,remire-montjoly,4.9167,-52.2667,29.02,79,100,7.72,GF,1707755553
485,praia da vitoria,38.7333,-27.0667,18.2,68,20,13.01,PT,1707755554
486,grasse,43.6667,6.9167,10.05,78,0,2.06,FR,1707755554
487,kirensk,57.7853,108.1119,-16.13,96,100,2.24,RU,1707755554
488,nejo,9.5,35.5,21.53,27,99,2.07,ET,1707755554
489,sylvan lake,52.3168,-114.0853,-0.24,81,100,4.63,CA,1707755554
490,bembereke,10.2283,2.6634,36.97,9,51,1.98,BJ,1707755554
491,masterton,-40.9597,175.6575,10.61,94,57,1.01,NZ,1707755554
492,twon-brass,4.3151,6.2418,28.74,81,11,6.59,NG,1707755555
493,morondava,-20.2833,44.2833,29.48,74,100,3.58,MG,1707755555
494,iwaki,37.05,140.8833,-0.13,63,0,3.22,JP,1707755555
495,garcia,25.8167,-100.5833,16.62,34,1,2.98,MX,1707755555
496,montevideo,-34.8335,-56.1674,23.84,94,100,6.17,UY,1707755401
497,bukittinggi,-0.3091,100.3706,19.12,95,98,1.75,ID,1707755555
498,watsa,3.0372,29.5355,24.76,55,41,0.82,CD,1707755556
499,walvis bay,-22.9575,14.5053,22.07,67,38,8.62,NA,1707755556
500,las palmas,28.4204,-14.0131,20.44,78,20,5.14,ES,1707755556
501,salida,37.7058,-121.0849,8.41,97,0,0.0,US,1707755556
502,nogliki,51.8333,143.1667,-10.92,96,100,3.13,RU,1707755556
503,logansport,40.7545,-86.3567,2.08,75,0,3.6,US,1707755557
504,firuzabad,28.8438,52.5707,10.24,74,8,1.26,IR,1707755557
505,chimore,-16.9833,-65.1333,28.36,79,98,1.85,BO,1707755557
506,amursk,50.2261,136.8994,-7.23,94,100,3.74,RU,1707755557
507,tullamore,53.2739,-7.4889,7.94,84,80,5.87,IE,1707755557
508,arteche,12.2645,125.4048,24.41,90,52,5.93,PH,1707755557
509,bahia de kino,28.8333,-111.9333,15.4,41,0,5.77,MX,1707755558
510,thief river falls,48.1191,-96.1812,-3.47,93,100,3.6,US,1707755558
511,keflavik,64.0049,-22.5624,2.95,80,0,7.72,IS,1707755558
512,katabu,-4.9333,122.5167,24.22,94,100,1.91,ID,1707755558
513,pokaran,26.9167,71.9167,16.7,17,20,4.55,IN,1707755558
514,metlili chaamba,32.2667,3.6333,26.52,21,2,9.77,DZ,1707755558
515,bocanda,7.0626,-4.4995,40.42,20,45,1.87,CI,1707755559
516,mutuali,-14.8706,37.0044,21.86,92,87,0.89,MZ,1707755559
517,tahoua,14.8888,5.2692,35.99,9,0,2.06,NE,1707755559
518,omidiyeh,30.7597,49.705,18.93,48,0,1.03,IR,1707755559
519,pura,15.6248,120.648,22.73,76,23,1.65,PH,1707755559
520,ashmun,30.2986,30.9764,22.47,17,100,3.2,EG,1707755559
521,umarkot,25.3616,69.7362,20.03,13,53,4.39,PK,1707755559
522,aykhal,66.0,111.5,-35.9,100,100,2.86,RU,1707755560
523,inga,-7.2808,-35.6044,34.25,38,58,6.98,BR,1707755560
524,sao lourenco do sul,-31.3653,-51.9783,34.64,46,56,3.41,BR,1707755560
525,kashima,33.1061,130.0906,6.51,73,0,0.83,JP,1707755560
526,buta,2.7858,24.73,30.19,44,76,0.74,CD,1707755560
527,boende,-0.2167,20.8667,31.92,38,75,0.55,CD,1707755560
528,dingli,35.8614,14.3822,13.09,67,20,5.66,MT,1707755561
529,kuanda,56.3161,116.0806,-22.5,89,81,0.15,RU,1707755561
530,coyhaique,-45.5752,-72.0662,15.97,41,0,2.06,CL,1707755561
531,el granada,37.5027,-122.4694,10.55,94,0,2.06,US,1707755561
532,vihari,30.0333,72.35,16.5,15,100,0.8,PK,1707755561
533,yemetsk,63.4721,41.7941,-17.61,98,94,1.13,RU,1707755562
534,clinton,42.587,-82.9199,3.86,64,40,1.79,US,1707755303
535,ribeira brava,32.65,-17.0667,24.28,83,70,2.32,PT,1707755562
536,mochudi,-24.4167,26.15,30.19,24,22,2.28,BW,1707755562
537,ostersund,63.1792,14.6357,-8.75,86,0,3.6,SE,1707755311
538,mamuju,-2.6748,118.8885,24.14,95,100,3.37,ID,1707755562
539,nizhnesortymskiy,62.4397,71.7603,-30.47,98,13,3.43,RU,1707755562
540,talakan,50.3167,130.3667,-8.61,98,100,1.15,RU,1707755563
541,bowen,-20.0167,148.2333,23.37,91,8,1.71,AU,1707755563
542,geraldton,-28.7667,114.6,22.23,83,0,7.2,AU,1707755492
543,cabedelo,-6.9811,-34.8339,32.37,58,28,6.24,BR,1707755563
544,zaragoza,41.6561,-0.8773,16.38,41,0,10.8,ES,1707755345
545,taree,-31.9,152.4667,20.06,93,49,1.88,AU,1707755564
